,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Turbo,Engine_Volume_Num,Age,Age_Group,Mileage_Band,Inventory_Segment,Price_Per_Litre,Is_Premium_Brand
3021,47217,1249.0,HYUNDAI,H1,2017,Universal,Yes,Diesel,2.5,39071,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.5,9,6-10 yrs (Mid),Low Mileage,Premium,18886.8,False
3022,37000,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,90000,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.5,10,6-10 yrs (Mid),Medium Mileage,Premium,14800.0,False
3023,16621,1017.0,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,70880,4.0,Automatic,Rear,4-5,Left wheel,Silver,12,False,2.0,9,6-10 yrs (Mid),Medium Mileage,Standard,8310.5,True
3024,6523,687.0,DAEWOO,Lacetti,2010,Sedan,Yes,Petrol,1.6,36125,4.0,Automatic,Front,4-5,Left wheel,Blue,4,False,1.6,16,11-20 yrs (Old),Low Mileage,Standard,4076.88,False
3025,12231,645.0,CHEVROLET,Cruze,2011,Sedan,No,Petrol,1.8,130000,4.0,Automatic,Front,4-5,Left wheel,Sky blue,8,False,1.8,15,11-20 yrs (Old),Medium Mileage,Standard,6795.0,False
3027,23239,583.0,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,137213,4.0,Automatic,Front,4-5,Left wheel,Grey,4,False,1.6,15,11-20 yrs (Old),Medium Mileage,Standard,14524.38,False
3028,119172,0.0,LEXUS,RX 350 F sport,2016,Jeep,Yes,Petrol,3.5,52000,6.0,Tiptronic,4x4,4-5,Left wheel,Black,8,False,3.5,10,6-10 yrs (Mid),Medium Mileage,Premium,34049.14,True
3029,12544,994.0,OPEL,Astra H,2008,Hatchback,No,Petrol,1.8,168000,4.0,Manual,Front,4-5,Left wheel,Black,4,False,1.8,18,11-20 yrs (Old),High Mileage,Standard,6968.89,False
3030,17245,0.0,FORD,Fiesta,2016,Hatchback,No,Petrol,1.6,73600,4.0,Tiptronic,Front,4-5,Left wheel,Silver,12,False,1.6,10,6-10 yrs (Mid),Medium Mileage,Standard,10778.12,False
3031,2352,0.0,VOLKSWAGEN,Golf,1991,Sedan,No,CNG,1.8,234000,4.0,Manual,Front,4-5,Left wheel,White,0,False,1.8,35,> 20 yrs (Classic/Junk),High Mileage,Standard,1306.67,False
3032,79902,1011.0,FORD,Explorer,2016,Jeep,Yes,Petrol,2.3,125072,4.0,Automatic,Front,4-5,Left wheel,White,4,False,2.3,10,6-10 yrs (Mid),Medium Mileage,Premium,34740.0,False
3033,26343,810.0,VOLKSWAGEN,Passat,2016,Sedan,Yes,Petrol,1.8 Turbo,87000,4.0,Tiptronic,Front,4-5,Left wheel,White,12,True,1.8,10,6-10 yrs (Mid),Medium Mileage,Premium,14635.0,False
3034,549,1677.0,VOLKSWAGEN,NEW Beetle,2003,Sedan,Yes,Petrol,2,0,4.0,Automatic,Front,4-5,Left wheel,Pink,12,False,2.0,23,> 20 yrs (Classic/Junk),Low Mileage,Standard,274.5,False
3035,8624,0.0,MERCEDES-BENZ,C 240,2000,Sedan,No,LPG,2.6,196600,6.0,Manual,Rear,4-5,Left wheel,Silver,6,False,2.6,26,> 20 yrs (Classic/Junk),High Mileage,Standard,3316.92,True
3036,21639,503.0,RENAULT,Megane GT Line,2012,Universal,Yes,Diesel,1.5 Turbo,170000,4.0,Manual,Front,4-5,Left wheel,Black,6,True,1.5,14,11-20 yrs (Old),High Mileage,Standard,14426.0,False
3037,70,0.0,HYUNDAI,Elantra,2014,Sedan,No,Petrol,1.8,0,6.0,Automatic,Front,4-5,Left wheel,Black,6,False,1.8,12,11-20 yrs (Old),Low Mileage,Standard,38.89,False
3038,39201,0.0,BMW,X5,2010,Jeep,Yes,Diesel,3.5 Turbo,267632,6.0,Tiptronic,Rear,4-5,Left wheel,Black,0,True,3.5,16,11-20 yrs (Old),High Mileage,Premium,11200.29,True
3039,17249,0.0,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,179200,4.0,Variator,Rear,4-5,Left wheel,Black,4,False,1.8,16,11-20 yrs (Old),High Mileage,Standard,9582.78,False
3040,25089,585.0,MERCEDES-BENZ,C 250,2013,Sedan,Yes,Petrol,1.8 Turbo,95000,4.0,Automatic,Rear,4-5,Left wheel,White,12,True,1.8,13,11-20 yrs (Old),Medium Mileage,Standard,13938.33,True
3041,9565,915.0,AUDI,A7,2014,Hatchback,Yes,Petrol,3,191373,6.0,Automatic,4x4,4-5,Left wheel,Grey,0,False,3.0,12,11-20 yrs (Old),High Mileage,Standard,3188.33,True
3042,12281,761.0,CHEVROLET,Lacetti,2010,Sedan,Yes,Petrol,1.8,128257,4.0,Automatic,Front,4-5,Left wheel,Grey,4,False,1.8,16,11-20 yrs (Old),Medium Mileage,Standard,6822.78,False
3043,9938,639.0,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,377942,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.0,12,11-20 yrs (Old),High Mileage,Standard,4969.0,False
3044,470,1211.0,BMW,X5,2010,Jeep,Yes,Diesel,3,265210,6.0,Automatic,4x4,4-5,Left wheel,Black,0,False,3.0,16,11-20 yrs (Old),High Mileage,Standard,156.67,True
3045,17540,640.0,KIA,Optima,2013,Sedan,Yes,Petrol,2,41412,4.0,Automatic,Front,4-5,Left wheel,White,4,False,2.0,13,11-20 yrs (Old),Low Mileage,Standard,8770.0,False
3046,470,1327.0,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,44845,4.0,Automatic,Front,4-5,Left wheel,Brown,12,False,2.5,8,6-10 yrs (Mid),Low Mileage,Standard,188.0,False
3047,1098,1091.0,TOYOTA,Camry,2016,Sedan,Yes,Petrol,2.5,114389,4.0,Automatic,Front,4-5,Left wheel,Blue,12,False,2.5,10,6-10 yrs (Mid),Medium Mileage,Standard,439.2,False
3048,37580,891.0,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,99000,4.0,Automatic,Front,4-5,Left wheel,White,4,False,2.0,10,6-10 yrs (Mid),Medium Mileage,Premium,18790.0,False
3049,14269,1324.0,TOYOTA,Highlander,2010,Jeep,Yes,Hybrid,3.3,300366,6.0,Automatic,4x4,4-5,Left wheel,Blue,12,False,3.3,16,11-20 yrs (Old),High Mileage,Standard,4323.94,False
3050,18000,2421.0,NISSAN,X-Trail,2016,Jeep,Yes,Petrol,2,22000,4.0,Automatic,4x4,4-5,Right-hand drive,Red,8,False,2.0,10,6-10 yrs (Mid),Low Mileage,Standard,9000.0,False
3051,1725,473.0,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4,184835,4.0,Automatic,Front,4-5,Left wheel,Silver,12,False,1.4,12,11-20 yrs (Old),High Mileage,Standard,1232.14,False
3052,23521,0.0,SKODA,Octavia,2011,Universal,No,Petrol,1.8 Turbo,180000,4.0,Manual,4x4,4-5,Left wheel,Silver,10,True,1.8,15,11-20 yrs (Old),High Mileage,Standard,13067.22,False
3053,13485,0.0,MERCEDES-BENZ,ML 350,2003,Jeep,Yes,CNG,3.7,235200,6.0,Tiptronic,4x4,4-5,Left wheel,Black,12,False,3.7,23,> 20 yrs (Classic/Junk),High Mileage,Standard,3644.59,True
3054,25089,0.0,MERCEDES-BENZ,CLS 350 AMG,2008,Sedan,Yes,Petrol,3.5,63000,6.0,Tiptronic,Rear,4-5,Left wheel,Black,0,False,3.5,18,11-20 yrs (Old),Medium Mileage,Standard,7168.29,True
3055,29777,640.0,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,182217,4.0,Automatic,Front,4-5,Left wheel,White,4,False,2.0,13,11-20 yrs (Old),High Mileage,Premium,14888.5,False
3056,22580,1172.0,TOYOTA,Highlander,2011,Jeep,Yes,Petrol,3.5,368064,6.0,Automatic,4x4,4-5,Left wheel,Grey,12,False,3.5,15,11-20 yrs (Old),High Mileage,Standard,6451.43,False
3057,7840,0.0,TOYOTA,Vitz,2004,Hatchback,No,Petrol,1.3,170342,4.0,Variator,Front,4-5,Right-hand drive,Silver,4,False,1.3,22,> 20 yrs (Classic/Junk),High Mileage,Standard,6030.77,False
3058,36166,831.0,CHEVROLET,Orlando,2017,Jeep,Yes,Diesel,1.6,71400,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,1.6,9,6-10 yrs (Mid),Medium Mileage,Premium,22603.75,False
3059,34497,0.0,FORD,Fusion,2015,Sedan,Yes,Plug-in Hybrid,2,78000,4.0,Automatic,Front,4-5,Left wheel,Black,0,False,2.0,11,11-20 yrs (Old),Medium Mileage,Premium,17248.5,False
3060,17186,642.0,HYUNDAI,Sonata,2012,Sedan,Yes,Petrol,2,157367,4.0,Automatic,Front,4-5,Left wheel,Grey,4,False,2.0,14,11-20 yrs (Old),High Mileage,Standard,8593.0,False
3061,17158,530.0,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.6,117500,4.0,Automatic,Front,4-5,Left wheel,Grey,4,False,1.6,13,11-20 yrs (Old),Medium Mileage,Standard,10723.75,False
3062,5018,830.0,CHEVROLET,Malibu,2019,Coupe,Yes,Petrol,1.5,8710,4.0,Automatic,Front,4-5,Left wheel,Black,12,False,1.5,7,6-10 yrs (Mid),Low Mileage,Standard,3345.33,False
3063,42337,917.0,AUDI,Q5 S-line,2013,Jeep,Yes,Petrol,3.0 Turbo,139259,6.0,Tiptronic,4x4,4-5,Left wheel,Black,12,True,3.0,13,11-20 yrs (Old),Medium Mileage,Premium,14112.33,True
3064,49858,749.0,HYUNDAI,Santa FE,2014,Jeep,Yes,Petrol,2.4,87000,4.0,Automatic,Front,4-5,Left wheel,Grey,4,False,2.4,12,11-20 yrs (Old),Medium Mileage,Premium,20774.17,False
3065,19757,0.0,FORD,Transit,2006,Microbus,No,Diesel,2.4 Turbo,286000,4.0,Manual,Rear,2-3,Left wheel,White,4,True,2.4,20,11-20 yrs (Old),High Mileage,Standard,8232.08,False
3066,16621,1296.0,TOYOTA,RAV 4,2008,Jeep,No,Petrol,2.4,113600,5.0,Automatic,Front,4-5,Left wheel,White,0,False,2.4,18,11-20 yrs (Old),Medium Mileage,Standard,6925.42,False
3067,30038,880.0,HYUNDAI,Elantra,2018,Sedan,Yes,Diesel,1.6,60000,4.0,Automatic,Front,4-5,Left wheel,White,4,False,1.6,8,6-10 yrs (Mid),Medium Mileage,Premium,18773.75,False
3068,16308,1327.0,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,45371,4.0,Automatic,Front,4-5,Left wheel,Silver,12,False,2.5,8,6-10 yrs (Mid),Low Mileage,Standard,6523.2,False
3069,29793,0.0,BMW,X1,2013,Jeep,Yes,Petrol,2.0 Turbo,68000,4.0,Tiptronic,4x4,4-5,Left wheel,Orange,12,True,2.0,13,11-20 yrs (Old),Medium Mileage,Premium,14896.5,True
3070,862,640.0,CHEVROLET,Malibu,2013,Sedan,Yes,Petrol,2,114107,4.0,Automatic,Front,4-5,Left wheel,Blue,12,False,2.0,13,11-20 yrs (Old),Medium Mileage,Standard,431.0,False
3071,12858,0.0,MERCEDES-BENZ,CLK 270,2002,Coupe,Yes,Diesel,2.7 Turbo,260000,5.0,Tiptronic,Rear,2-3,Left wheel,Black,8,True,2.7,24,> 20 yrs (Classic/Junk),High Mileage,Standard,4762.22,True
3072,16618,1408.0,FORD,Transit,2007,Microbus,No,Diesel,2.2 Turbo,158000,4.0,Manual,Front,4-5,Left wheel,White,2,True,2.2,19,11-20 yrs (Old),High Mileage,Standard,7553.64,False
3073,392,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,29675,6.0,Automatic,4x4,4-5,Left wheel,Black,12,False,3.5,12,11-20 yrs (Old),Low Mileage,Standard,112.0,True
3074,18817,0.0,TOYOTA,Prius,2009,Sedan,Yes,Hybrid,1.8,288034,4.0,Automatic,Front,4-5,Left wheel,Silver,8,False,1.8,17,11-20 yrs (Old),High Mileage,Standard,10453.89,False
3075,34406,777.0,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,119884,4.0,Automatic,Front,4-5,Left wheel,Grey,4,False,2.5,12,11-20 yrs (Old),Medium Mileage,Premium,13762.4,False
3076,45044,1017.0,HYUNDAI,Sonata,2017,Sedan,Yes,Petrol,2,95948,4.0,Automatic,Front,4-5,Left wheel,White,4,False,2.0,9,6-10 yrs (Mid),Medium Mileage,Premium,22522.0,False
3077,1490,1360.0,LEXUS,GX 470,2013,Jeep,Yes,Petrol,4.6,154115,8.0,Automatic,4x4,4-5,Left wheel,Black,0,False,4.6,13,11-20 yrs (Old),High Mileage,Standard,323.91,True
3078,8938,0.0,MERCEDES-BENZ,Vito,1998,Minivan,Yes,Diesel,2.3 Turbo,222000,4.0,Manual,Front,2-3,Left wheel,Green,4,True,2.3,28,> 20 yrs (Classic/Junk),High Mileage,Standard,3886.09,True
3079,627,1055.0,MERCEDES-BENZ,E 350,2013,Coupe,Yes,Diesel,3.5,0,6.0,Automatic,Rear,2-3,Left wheel,Silver,12,False,3.5,13,11-20 yrs (Old),Low Mileage,Standard,179.14,True
3080,282,1273.0,ACURA,RDX,2015,Jeep,Yes,Petrol,3.5,0,6.0,Automatic,4x4,4-5,Left wheel,Blue,12,False,3.5,11,11-20 yrs (Old),Low Mileage,Standard,80.57,False
3081,8467,0.0,SUBARU,Forester,2005,Universal,No,Petrol,2,145576,4.0,Automatic,4x4,4-5,Right-hand drive,Silver,4,False,2.0,21,> 20 yrs (Classic/Junk),Medium Mileage,Standard,4233.5,False
3082,3136,0.0,DAIHATSU,Sirion,2002,Hatchback,No,Petrol,1.2,25000,4.0,Manual,Front,4-5,Left wheel,Green,2,False,1.2,24,> 20 yrs (Classic/Junk),Low Mileage,Standard,2613.33,False
3083,8467,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,616691,4.0,Automatic,Front,4-5,Left wheel,Orange,4,False,2.0,11,11-20 yrs (Old),High Mileage,Standard,4233.5,False
3084,5018,1624.0,MERCEDES-BENZ,E 350,2009,Sedan,Yes,Diesel,3.5,109139,6.0,Automatic,Rear,4-5,Left wheel,Black,12,False,3.5,17,11-20 yrs (Old),Medium Mileage,Standard,1433.71,True
3085,251,586.0,LEXUS,CT 200h,2012,Hatchback,Yes,Hybrid,1.8,149981,4.0,Automatic,Front,4-5,Left wheel,Grey,0,False,1.8,14,11-20 yrs (Old),Medium Mileage,Standard,139.44,True
3086,84675,0.0,TOYOTA,Land Cruiser Prado,2014,Jeep,Yes,Diesel,3.0 Turbo,137000,6.0,Tiptronic,4x4,>5,Left wheel,Black,12,True,3.0,12,11-20 yrs (Old),Medium Mileage,Premium,28225.0,False
3087,10663,528.0,FORD,Fiesta,2014,Hatchback,No,Petrol,1.6,84800,4.0,Automatic,Front,4-5,Left wheel,Black,8,False,1.6,12,11-20 yrs (Old),Medium Mileage,Standard,6664.38,False
3088,20,0.0,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,1.5,135000,4.0,Automatic,Front,4-5,Left wheel,Black,4,False,1.5,18,11-20 yrs (Old),Medium Mileage,Standard,13.33,False
3089,11917,0.0,FORD,Transit,1995,Microbus,No,Diesel,2.5 Turbo,0,4.0,Manual,Rear,4-5,Left wheel,White,0,True,2.5,31,> 20 yrs (Classic/Junk),Low Mileage,Standard,4766.8,False
3090,14740,639.0,HYUNDAI,Elantra GT,2014,Hatchback,No,Petrol,2,51950,4.0,Automatic,Front,4-5,Left wheel,Grey,8,False,2.0,12,11-20 yrs (Old),Medium Mileage,Standard,7370.0,False
3091,6899,0.0,MERCEDES-BENZ,C 230,1996,Sedan,No,Petrol,2.3,210456,4.0,Manual,Rear,4-5,Left wheel,Silver,2,False,2.3,30,> 20 yrs (Classic/Junk),High Mileage,Standard,2999.57,True
3092,15624,528.0,HYUNDAI,Accent,2014,Sedan,Yes,Diesel,1.6,126265,4.0,Automatic,Front,4-5,Left wheel,White,4,False,1.6,12,11-20 yrs (Old),Medium Mileage,Standard,9765.0,False
3093,10349,0.0,MITSUBISHI,Colt,2010,Sedan,No,Petrol,1.3,89617,4.0,Variator,Front,4-5,Right-hand drive,Beige,8,False,1.3,16,11-20 yrs (Old),Medium Mileage,Standard,7960.77,False
3094,1568,639.0,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Diesel,2,82392,4.0,Automatic,Front,4-5,Left wheel,Silver,12,False,2.0,12,11-20 yrs (Old),Medium Mileage,Standard,784.0,False
3095,14740,586.0,HYUNDAI,Elantra,2012,Sedan,No,Petrol,1.8,129000,4.0,Tiptronic,Front,4-5,Left wheel,Blue,11,False,1.8,14,11-20 yrs (Old),Medium Mileage,Standard,8188.89,False
3096,549,780.0,CHEVROLET,Cruze,2019,Sedan,Yes,Petrol,1.4,14074,4.0,Automatic,Front,4-5,Left wheel,Grey,12,False,1.4,7,6-10 yrs (Mid),Low Mileage,Standard,392.14,False
3097,10976,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,620755,4.0,Automatic,Front,4-5,Left wheel,White,4,False,2.0,11,11-20 yrs (Old),High Mileage,Standard,5488.0,False
3098,6586,0.0,MERCEDES-BENZ,E 320,1998,Sedan,Yes,CNG,3.2,0,6.0,Automatic,Rear,4-5,Left wheel,White,6,False,3.2,28,> 20 yrs (Classic/Junk),Low Mileage,Standard,2058.12,True
3099,46101,0.0,TOYOTA,Camry,2015,Sedan,Yes,Hybrid,2.5,89600,6.0,Automatic,Rear,4-5,Left wheel,White,10,False,2.5,11,11-20 yrs (Old),Medium Mileage,Premium,18440.4,False
3100,22580,1017.0,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,50930,4.0,Automatic,Rear,4-5,Left wheel,Black,12,False,2.0,9,6-10 yrs (Mid),Medium Mileage,Standard,11290.0,True
3101,111332,0.0,TOYOTA,Land Cruiser,2013,Jeep,Yes,Petrol,4.7,180000,8.0,Tiptronic,4x4,4-5,Left wheel,Black,8,False,4.7,13,11-20 yrs (Old),High Mileage,Premium,23687.66,False
3102,14113,0.0,MERCEDES-BENZ,E 270,2002,Sedan,Yes,Diesel,2.7 Turbo,5000,6.0,Automatic,Rear,4-5,Left wheel,White,4,True,2.7,24,> 20 yrs (Classic/Junk),Low Mileage,Standard,5227.04,True
3103,16621,642.0,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,198000,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.0,14,11-20 yrs (Old),High Mileage,Standard,8310.5,False
3104,19130,650.0,CHEVROLET,Cruze RS,2016,Sedan,No,Petrol,1.4 Turbo,32000,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12,True,1.4,10,6-10 yrs (Mid),Low Mileage,Standard,13664.29,False
3105,2430,87.0,MERCEDES-BENZ,C 250,2013,Coupe,Yes,Petrol,0,121600,4.0,Automatic,Rear,4-5,Left wheel,White,12,False,0.0,13,11-20 yrs (Old),Medium Mileage,Standard,,True
3106,21639,650.0,CHEVROLET,Cruze,2016,Sedan,Yes,Petrol,1.4 Turbo,99200,4.0,Tiptronic,Front,4-5,Left wheel,Black,10,True,1.4,10,6-10 yrs (Mid),Medium Mileage,Standard,15456.43,False
3107,17249,0.0,FORD,Fusion,2009,Sedan,Yes,Hybrid,2.5,245000,4.0,Automatic,Front,4-5,Left wheel,Silver,10,False,2.5,17,11-20 yrs (Old),High Mileage,Standard,6899.6,False
3108,19757,585.0,TOYOTA,Prius,2013,Sedan,No,Petrol,1.8,137568,4.0,Automatic,Front,4-5,Left wheel,Blue,6,False,1.8,13,11-20 yrs (Old),Medium Mileage,Standard,10976.11,False
3109,1000,0.0,VAZ,2121 (Niva),1983,Sedan,No,Petrol,1.3,0,4.0,Manual,4x4,2-3,Left wheel,Beige,0,False,1.3,43,> 20 yrs (Classic/Junk),Low Mileage,Standard,769.23,False
3110,11604,0.0,JEEP,Grand Cherokee,2001,Jeep,Yes,CNG,4.7,297600,8.0,Automatic,4x4,4-5,Left wheel,Grey,12,False,4.7,25,> 20 yrs (Classic/Junk),High Mileage,Standard,2468.94,False
3111,51746,0.0,GAZ,20,1953,Sedan,No,Petrol,2,0,4.0,Manual,Rear,4-5,Left wheel,Beige,0,False,2.0,73,> 20 yrs (Classic/Junk),Low Mileage,Premium,25873.0,False
3112,32302,0.0,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,73600,6.0,Automatic,Front,>5,Left wheel,Blue,6,False,2.5,13,11-20 yrs (Old),Medium Mileage,Premium,12920.8,False
3113,40390,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,134413,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.0,10,6-10 yrs (Mid),Medium Mileage,Premium,20195.0,False
3114,9879,761.0,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,146000,4.0,Automatic,Front,4-5,Left wheel,Grey,12,False,1.8,16,11-20 yrs (Old),Medium Mileage,Standard,5488.33,False
3115,15681,382.0,LINCOLN,MKZ hybrid,2015,Sedan,Yes,Hybrid,2,137666,4.0,Tiptronic,Front,4-5,Left wheel,Grey,10,False,2.0,11,11-20 yrs (Old),Medium Mileage,Standard,7840.5,False
3116,16621,0.0,HYUNDAI,Elantra,2014,Sedan,No,Petrol,1.8,105600,4.0,Tiptronic,Front,4-5,Left wheel,Carnelian red,0,False,1.8,12,11-20 yrs (Old),Medium Mileage,Standard,9233.89,False
3117,17719,1017.0,HYUNDAI,Elantra SE,2017,Sedan,No,Petrol,2,53895,4.0,Automatic,Front,4-5,Left wheel,Silver,8,False,2.0,9,6-10 yrs (Mid),Medium Mileage,Standard,8859.5,False
3118,7527,0.0,MAZDA,Mazda 6,2002,Sedan,No,Petrol,2.3,150000,4.0,Tiptronic,Front,4-5,Right-hand drive,White,2,False,2.3,24,> 20 yrs (Classic/Junk),High Mileage,Standard,3272.61,False
3119,18245,0.0,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,172707,4.0,Variator,Front,4-5,Left wheel,Black,4,False,1.8,16,11-20 yrs (Old),High Mileage,Standard,10136.11,False
3120,14113,586.0,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.8,135456,4.0,Automatic,Front,4-5,Left wheel,White,12,False,1.8,14,11-20 yrs (Old),Medium Mileage,Standard,7840.56,False
3121,16800,707.0,SSANGYONG,Actyon,2011,Sedan,Yes,Diesel,2,173987,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.0,15,11-20 yrs (Old),High Mileage,Standard,8400.0,False
3122,18817,0.0,BMW,740,2006,Sedan,Yes,Petrol,4,180000,8.0,Tiptronic,Rear,4-5,Left wheel,Black,12,False,4.0,20,11-20 yrs (Old),High Mileage,Standard,4704.25,True
3123,13485,0.0,BMW,130,2009,Coupe,Yes,Petrol,2.8,163000,6.0,Automatic,Rear,2-3,Left wheel,Black,6,False,2.8,17,11-20 yrs (Old),High Mileage,Standard,4816.07,True
3124,26343,890.0,KIA,Optima,2016,Sedan,Yes,Petrol,2,27390,4.0,Automatic,Front,4-5,Left wheel,Black,4,False,2.0,10,6-10 yrs (Mid),Low Mileage,Premium,13171.5,False
3125,6899,760.0,CHEVROLET,Cruze,2010,Sedan,Yes,Petrol,1.8,150001,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,1.8,16,11-20 yrs (Old),High Mileage,Standard,3832.78,False
3126,16091,836.0,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,100000,4.0,Automatic,Front,4-5,Left wheel,Grey,4,False,2.0,16,11-20 yrs (Old),Medium Mileage,Standard,8045.5,False
3127,52263,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,108025,4.0,Automatic,Front,4-5,Left wheel,Black,4,False,2.0,10,6-10 yrs (Mid),Medium Mileage,Premium,26131.5,False
3128,23834,0.0,NISSAN,Juke,2013,Jeep,Yes,Petrol,1.6 Turbo,147200,4.0,Tiptronic,Front,4-5,Left wheel,Silver,6,True,1.6,13,11-20 yrs (Old),Medium Mileage,Standard,14896.25,False
3129,15367,0.0,BMW,750,2005,Sedan,Yes,Petrol,5,177000,8.0,Tiptronic,Rear,4-5,Left wheel,Black,12,False,5.0,21,> 20 yrs (Classic/Junk),High Mileage,Standard,3073.4,True
3130,2666,155.0,VOLKSWAGEN,GTI,2015,Hatchback,Yes,Petrol,0.2,104618,4.0,Automatic,Front,4-5,Left wheel,White,12,False,0.2,11,11-20 yrs (Old),Medium Mileage,Standard,13330.0,False
3131,27598,891.0,HYUNDAI,Elantra,2016,Sedan,No,Petrol,2,41000,4.0,Automatic,Front,4-5,Left wheel,White,8,False,2.0,10,6-10 yrs (Mid),Low Mileage,Premium,13799.0,False
3132,49751,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2,24148,4.0,Automatic,Front,4-5,Left wheel,Black,4,False,2.0,11,11-20 yrs (Old),Low Mileage,Premium,24875.5,False
3133,16000,0.0,SUBARU,Legacy,2006,Sedan,No,Petrol,2.0 Turbo,1111,4.0,Manual,4x4,4-5,Right-hand drive,White,6,True,2.0,20,11-20 yrs (Old),Low Mileage,Standard,8000.0,False
3134,9408,642.0,VOLKSWAGEN,Jetta,2012,Sedan,Yes,Diesel,2,119619,4.0,Automatic,Front,4-5,Left wheel,Black,12,False,2.0,14,11-20 yrs (Old),Medium Mileage,Standard,4704.0,False
3135,22000,0.0,VOLKSWAGEN,Passat,2012,Sedan,Yes,Petrol,1.8 Turbo,250000,4.0,Automatic,Front,4-5,Left wheel,Black,14,True,1.8,14,11-20 yrs (Old),High Mileage,Standard,12222.22,False
3136,20297,836.0,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,155590,4.0,Automatic,Front,4-5,Left wheel,Grey,4,False,2.0,16,11-20 yrs (Old),High Mileage,Standard,10148.5,False
3137,58579,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,35000,4.0,Automatic,Front,4-5,Left wheel,Grey,4,False,2.0,10,6-10 yrs (Mid),Low Mileage,Premium,29289.5,False
3138,17562,0.0,BMW,X5,2004,Jeep,Yes,Petrol,4.4,141454,8.0,Tiptronic,4x4,4-5,Left wheel,Black,16,False,4.4,22,> 20 yrs (Classic/Junk),Medium Mileage,Standard,3991.36,True
3139,3900,0.0,OPEL,Vectra B,2000,Sedan,No,Petrol,1.8,156000,4.0,Manual,Front,4-5,Left wheel,Grey,2,False,1.8,26,> 20 yrs (Classic/Junk),High Mileage,Standard,2166.67,False
3140,8467,0.0,NISSAN,X-Trail X-trail,2002,Jeep,Yes,Petrol,2,254321,4.0,Manual,4x4,4-5,Left wheel,Grey,6,False,2.0,24,> 20 yrs (Classic/Junk),High Mileage,Standard,4233.5,False
3141,23521,585.0,LEXUS,CT 200h,2013,Hatchback,Yes,Hybrid,1.8,125000,4.0,Automatic,Front,4-5,Left wheel,Carnelian red,12,False,1.8,13,11-20 yrs (Old),Medium Mileage,Standard,13067.22,True
3142,157,919.0,BMW,X5,2012,Jeep,Yes,Diesel,3,296395,6.0,Automatic,4x4,4-5,Left wheel,Grey,0,False,3.0,14,11-20 yrs (Old),High Mileage,Standard,52.33,True
3143,17249,1141.0,JEEP,Compass,2009,Jeep,Yes,Petrol,2.4,54575,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.4,17,11-20 yrs (Old),Medium Mileage,Standard,7187.08,False
3144,26971,640.0,FORD,Focus,2013,Sedan,Yes,Petrol,2.0 Turbo,53000,4.0,Manual,Front,4-5,Left wheel,Yellow,8,True,2.0,13,11-20 yrs (Old),Medium Mileage,Premium,13485.5,False
